Time,Position,theta,Force
7.994,0.000332054,6.42078e-05,0.00592704
7.995,0.000332022,6.4114e-05,0.00591704
7.996,0.00033199,6.402e-05,0.00590703
7.997,0.000331959,6.3926e-05,0.00589701
7.998,0.000331929,6.38319e-05,0.00588698
7.999,0.000331899,6.37377e-05,0.00587695
8,0.00033187,6.36434e-05,0.00586692
8.001,0.000331842,6.3549e-05,0.00585687
8.002,0.000331814,6.34545e-05,0.00584683
8.003,0.000331787,6.33599e-05,0.00583677
8.004,0.000331761,6.32652e-05,0.00582672
8.005,0.000331736,6.31704e-05,0.00581665
8.006,0.000331711,6.30756e-05,0.00580658
8.007,0.000331687,6.29806e-05,0.00579651
8.008,0.000331664,6.28855e-05,0.00578643
8.009,0.000331641,6.27904e-05,0.00577634
8.01,0.000331619,6.26952e-05,0.00576625
8.011,0.000331598,6.25999e-05,0.00575616
8.012,0.000331577,6.25045e-05,0.00574606
8.013,0.000331557,6.2409e-05,0.00573595
8.014,0.000331538,6.23134e-05,0.00572584
8.015,0.000331519,6.22177e-05,0.00571573
8.016,0.000331501,6.2122e-05,0.00570561
8.017,0.000331484,6.20261e-05,0.00569548
8.018,0.000331468,6.19302e-05,0.00568536
8.019,0.000331452,6.18342e-05,0.00567522
8.02,0.000331437,6.17381e-05,0.00566508
8.021,0.000331422,6.16419e-05,0.00565494
8.022,0.000331408,6.15457e-05,0.0056448
8.023,0.000331395,6.14494e-05,0.00563464
8.024,0.000331383,6.1353e-05,0.00562449
8.025,0.000331371,6.12565e-05,0.00561433
8.026,0.00033136,6.11599e-05,0.00560417
8.027,0.000331349,6.10633e-05,0.005594
8.028,0.000331339,6.09665e-05,0.00558383
8.029,0.00033133,6.08697e-05,0.00557365
8.03,0.000331322,6.07729e-05,0.00556347
8.031,0.000331314,6.06759e-05,0.00555329
8.032,0.000331306,6.05789e-05,0.0055431
8.033,0.0003313,6.04818e-05,0.00553291
8.034,0.000331294,6.03846e-05,0.00552271
8.035,0.000331289,6.02874e-05,0.00551252
8.036,0.000331284,6.01901e-05,0.00550231
8.037,0.00033128,6.00927e-05,0.00549211
8.038,0.000331277,5.99952e-05,0.0054819
8.039,0.000331274,5.98977e-05,0.00547169
8.04,0.000331272,5.98001e-05,0.00546147
8.041,0.000331271,5.97024e-05,0.00545125
8.042,0.00033127,5.96047e-05,0.00544103
8.043,0.00033127,5.95069e-05,0.00543081
8.044,0.00033127,5.9409e-05,0.00542058
8.045,0.000331272,5.93111e-05,0.00541035
8.046,0.000331273,5.92131e-05,0.00540011
8.047,0.000331276,5.9115e-05,0.00538988
8.048,0.000331279,5.90169e-05,0.00537964
8.049,0.000331283,5.89187e-05,0.00536939
8.05,0.000331287,5.88204e-05,0.00535915
8.051,0.000331292,5.87221e-05,0.0053489
8.052,0.000331298,5.86237e-05,0.00533865
8.053,0.000331304,5.85253e-05,0.00532839
8.054,0.000331311,5.84268e-05,0.00531814
8.055,0.000331318,5.83282e-05,0.00530788
8.056,0.000331326,5.82296e-05,0.00529762
8.057,0.000331335,5.81309e-05,0.00528736
8.058,0.000331344,5.80322e-05,0.00527709
8.059,0.000331354,5.79334e-05,0.00526682
8.06,0.000331365,5.78345e-05,0.00525655
8.061,0.000331376,5.77356e-05,0.00524628
8.062,0.000331387,5.76367e-05,0.00523601
8.063,0.0003314,5.75376e-05,0.00522573
8.064,0.000331413,5.74386e-05,0.00521545
8.065,0.000331426,5.73394e-05,0.00520517
8.066,0.000331441,5.72403e-05,0.00519489
8.067,0.000331455,5.7141e-05,0.00518461
8.068,0.000331471,5.70418e-05,0.00517432
8.069,0.000331487,5.69424e-05,0.00516404
8.07,0.000331503,5.6843e-05,0.00515375
8.071,0.000331521,5.67436e-05,0.00514346
8.072,0.000331538,5.66441e-05,0.00513316
8.073,0.000331557,5.65446e-05,0.00512287
8.074,0.000331576,5.6445e-05,0.00511258
8.075,0.000331595,5.63454e-05,0.00510228
8.076,0.000331616,5.62457e-05,0.00509198
8.077,0.000331636,5.6146e-05,0.00508169
8.078,0.000331658,5.60462e-05,0.00507139
8.079,0.00033168,5.59464e-05,0.00506108
8.08,0.000331702,5.58465e-05,0.00505078
8.081,0.000331725,5.57466e-05,0.00504048
8.082,0.000331749,5.56467e-05,0.00503018
8.083,0.000331773,5.55467e-05,0.00501987
8.084,0.000331798,5.54466e-05,0.00500956
8.085,0.000331823,5.53466e-05,0.00499926
8.086,0.000331849,5.52464e-05,0.00498895
8.087,0.000331876,5.51463e-05,0.00497864
8.088,0.000331903,5.50461e-05,0.00496833
8.089,0.000331931,5.49459e-05,0.00495802
8.09,0.000331959,5.48456e-05,0.00494771
8.091,0.000331988,5.47453e-05,0.0049374
8.092,0.000332017,5.46449e-05,0.00492709
8.093,0.000332047,5.45445e-05,0.00491678
8.094,0.000332078,5.44441e-05,0.00490647
8.095,0.000332109,5.43437e-05,0.00489616
8.096,0.000332141,5.42432e-05,0.00488585
8.097,0.000332173,5.41426e-05,0.00487553
8.098,0.000332206,5.40421e-05,0.00486522
8.099,0.000332239,5.39415e-05,0.00485491
8.1,0.000332273,5.38409e-05,0.0048446
8.101,0.000332308,5.37402e-05,0.00483428
8.102,0.000332343,5.36395e-05,0.00482397
8.103,0.000332378,5.35388e-05,0.00481366
8.104,0.000332414,5.3438e-05,0.00480335
8.105,0.000332451,5.33372e-05,0.00479303
8.106,0.000332488,5.32364e-05,0.00478272
8.107,0.000332526,5.31356e-05,0.00477241
8.108,0.000332564,5.30347e-05,0.0047621
8.109,0.000332603,5.29338e-05,0.00475179
8.11,0.000332642,5.28329e-05,0.00474148
8.111,0.000332682,5.27319e-05,0.00473117
8.112,0.000332723,5.26309e-05,0.00472086
8.113,0.000332764,5.25299e-05,0.00471055
8.114,0.000332805,5.24289e-05,0.00470024
8.115,0.000332848,5.23279e-05,0.00468993
8.116,0.00033289,5.22268e-05,0.00467963
8.117,0.000332933,5.21257e-05,0.00466932
8.118,0.000332977,5.20246e-05,0.00465902
8.119,0.000333021,5.19234e-05,0.00464871
8.12,0.000333066,5.18222e-05,0.00463841
8.121,0.000333111,5.1721e-05,0.00462811
8.122,0.000333157,5.16198e-05,0.00461781
8.123,0.000333203,5.15186e-05,0.00460751
8.124,0.00033325,5.14174e-05,0.00459721
8.125,0.000333297,5.13161e-05,0.00458691
8.126,0.000333345,5.12148e-05,0.00457661
8.127,0.000333394,5.11135e-05,0.00456632
8.128,0.000333442,5.10122e-05,0.00455602
8.129,0.000333492,5.09108e-05,0.00454573
8.13,0.000333542,5.08095e-05,0.00453544
8.131,0.000333592,5.07081e-05,0.00452515
8.132,0.000333643,5.06067e-05,0.00451486
8.133,0.000333695,5.05053e-05,0.00450458
8.134,0.000333747,5.04039e-05,0.00449429
8.135,0.000333799,5.03025e-05,0.00448401
8.136,0.000333852,5.0201e-05,0.00447373
8.137,0.000333905,5.00996e-05,0.00446345
8.138,0.000333959,4.99981e-05,0.00445317
8.139,0.000334014,4.98966e-05,0.0044429
8.14,0.000334069,4.97952e-05,0.00443262
8.141,0.000334124,4.96937e-05,0.00442235
8.142,0.00033418,4.95921e-05,0.00441208
8.143,0.000334237,4.94906e-05,0.00440181
8.144,0.000334294,4.93891e-05,0.00439155
8.145,0.000334351,4.92876e-05,0.00438128
8.146,0.000334409,4.9186e-05,0.00437102
8.147,0.000334467,4.90845e-05,0.00436076
8.148,0.000334526,4.89829e-05,0.0043505
8.149,0.000334586,4.88814e-05,0.00434025
8.15,0.000334646,4.87798e-05,0.00433
8.151,0.000334706,4.86782e-05,0.00431975
8.152,0.000334767,4.85766e-05,0.0043095
8.153,0.000334828,4.8475e-05,0.00429925
8.154,0.00033489,4.83735e-05,0.00428901
8.155,0.000334952,4.82719e-05,0.00427877
8.156,0.000335015,4.81703e-05,0.00426853
8.157,0.000335078,4.80687e-05,0.0042583
8.158,0.000335142,4.79671e-05,0.00424807
8.159,0.000335206,4.78655e-05,0.00423784
8.16,0.000335271,4.77639e-05,0.00422761
8.161,0.000335336,4.76623e-05,0.00421739
8.162,0.000335401,4.75607e-05,0.00420717
8.163,0.000335467,4.74591e-05,0.00419695
8.164,0.000335534,4.73575e-05,0.00418673
8.165,0.000335601,4.72559e-05,0.00417652
8.166,0.000335668,4.71543e-05,0.00416631
8.167,0.000335736,4.70527e-05,0.00415611
8.168,0.000335804,4.69511e-05,0.00414591
8.169,0.000335873,4.68496e-05,0.00413571
8.17,0.000335942,4.6748e-05,0.00412551
8.171,0.000336012,4.66464e-05,0.00411532
8.172,0.000336082,4.65448e-05,0.00410513
8.173,0.000336153,4.64433e-05,0.00409494
8.174,0.000336224,4.63417e-05,0.00408476
8.175,0.000336296,4.62402e-05,0.00407458
8.176,0.000336367,4.61386e-05,0.00406441
8.177,0.00033644,4.60371e-05,0.00405423
8.178,0.000336513,4.59356e-05,0.00404406
8.179,0.000336586,4.58341e-05,0.0040339
8.18,0.00033666,4.57326e-05,0.00402374
8.181,0.000336734,4.56311e-05,0.00401358
8.182,0.000336809,4.55296e-05,0.00400343
8.183,0.000336884,4.54281e-05,0.00399328
8.184,0.000336959,4.53266e-05,0.00398313
8.185,0.000337035,4.52252e-05,0.00397299
8.186,0.000337111,4.51237e-05,0.00396285
8.187,0.000337188,4.50223e-05,0.00395272
8.188,0.000337265,4.49209e-05,0.00394259
8.189,0.000337343,4.48195e-05,0.00393246
8.19,0.000337421,4.47181e-05,0.00392234
8.191,0.0003375,4.46167e-05,0.00391222
8.192,0.000337579,4.45154e-05,0.0039021
8.193,0.000337658,4.4414e-05,0.00389199
8.194,0.000337738,4.43127e-05,0.00388189
8.195,0.000337818,4.42114e-05,0.00387179
8.196,0.000337899,4.41101e-05,0.00386169
8.197,0.00033798,4.40088e-05,0.0038516
8.198,0.000338061,4.39076e-05,0.00384151
8.199,0.000338143,4.38063e-05,0.00383143
8.2,0.000338225,4.37051e-05,0.00382135
8.201,0.000338308,4.36039e-05,0.00381127
8.202,0.000338391,4.35027e-05,0.0038012
8.203,0.000338475,4.34015e-05,0.00379114
8.204,0.000338559,4.33004e-05,0.00378107
8.205,0.000338643,4.31993e-05,0.00377102
8.206,0.000338728,4.30982e-05,0.00376097
8.207,0.000338813,4.29971e-05,0.00375092
8.208,0.000338898,4.2896e-05,0.00374088
8.209,0.000338984,4.2795e-05,0.00373084
8.21,0.000339071,4.2694e-05,0.00372081
8.211,0.000339158,4.2593e-05,0.00371078
8.212,0.000339245,4.2492e-05,0.00370076
8.213,0.000339332,4.23911e-05,0.00369074
8.214,0.00033942,4.22902e-05,0.00368073
8.215,0.000339509,4.21893e-05,0.00367072
8.216,0.000339597,4.20884e-05,0.00366072
8.217,0.000339686,4.19876e-05,0.00365072
8.218,0.000339776,4.18868e-05,0.00364073
8.219,0.000339866,4.1786e-05,0.00363074
8.22,0.000339956,4.16852e-05,0.00362076
8.221,0.000340047,4.15845e-05,0.00361078
8.222,0.000340138,4.14838e-05,0.00360081
8.223,0.000340229,4.13831e-05,0.00359084
8.224,0.000340321,4.12825e-05,0.00358088
8.225,0.000340414,4.11819e-05,0.00357093
8.226,0.000340506,4.10813e-05,0.00356098
8.227,0.000340599,4.09807e-05,0.00355103
8.228,0.000340692,4.08802e-05,0.0035411
8.229,0.000340786,4.07797e-05,0.00353116
8.23,0.00034088,4.06793e-05,0.00352124
8.231,0.000340975,4.05788e-05,0.00351131
8.232,0.00034107,4.04784e-05,0.0035014
8.233,0.000341165,4.03781e-05,0.00349149
8.234,0.00034126,4.02777e-05,0.00348158
8.235,0.000341356,4.01775e-05,0.00347168
8.236,0.000341453,4.00772e-05,0.00346179
8.237,0.000341549,3.9977e-05,0.0034519
8.238,0.000341646,3.98768e-05,0.00344202
8.239,0.000341744,3.97766e-05,0.00343215
8.24,0.000341842,3.96765e-05,0.00342228
8.241,0.00034194,3.95764e-05,0.00341241
8.242,0.000342038,3.94764e-05,0.00340256
8.243,0.000342137,3.93764e-05,0.00339271
8.244,0.000342236,3.92764e-05,0.00338286
8.245,0.000342336,3.91765e-05,0.00337302
8.246,0.000342436,3.90766e-05,0.00336319
8.247,0.000342536,3.89767e-05,0.00335336
8.248,0.000342637,3.88769e-05,0.00334354
8.249,0.000342738,3.87771e-05,0.00333373
8.25,0.000342839,3.86774e-05,0.00332392
8.251,0.000342941,3.85777e-05,0.00331412
8.252,0.000343043,3.8478e-05,0.00330432
8.253,0.000343145,3.83784e-05,0.00329453
8.254,0.000343248,3.82788e-05,0.00328475
8.255,0.000343351,3.81793e-05,0.00327497
8.256,0.000343454,3.80798e-05,0.00326521
8.257,0.000343558,3.79804e-05,0.00325544
8.258,0.000343662,3.7881e-05,0.00324569
8.259,0.000343766,3.77816e-05,0.00323594
8.26,0.000343871,3.76823e-05,0.00322619
8.261,0.000343976,3.7583e-05,0.00321646
8.262,0.000344081,3.74838e-05,0.00320673
8.263,0.000344187,3.73846e-05,0.003197
8.264,0.000344293,3.72855e-05,0.00318729
8.265,0.0003444,3.71864e-05,0.00317758
8.266,0.000344506,3.70874e-05,0.00316788
8.267,0.000344613,3.69884e-05,0.00315818
8.268,0.000344721,3.68894e-05,0.00314849
8.269,0.000344828,3.67905e-05,0.00313881
8.27,0.000344936,3.66916e-05,0.00312914
8.271,0.000345045,3.65928e-05,0.00311947
8.272,0.000345153,3.64941e-05,0.00310981
8.273,0.000345262,3.63954e-05,0.00310015
8.274,0.000345372,3.62967e-05,0.00309051
8.275,0.000345481,3.61981e-05,0.00308087
8.276,0.000345591,3.60995e-05,0.00307123
8.277,0.000345701,3.6001e-05,0.00306161
8.278,0.000345812,3.59026e-05,0.00305199
8.279,0.000345923,3.58042e-05,0.00304238
8.28,0.000346034,3.57058e-05,0.00303278
8.281,0.000346145,3.56075e-05,0.00302318
8.282,0.000346257,3.55093e-05,0.00301359
8.283,0.000346369,3.54111e-05,0.00300401
8.284,0.000346482,3.53129e-05,0.00299443
8.285,0.000346594,3.52148e-05,0.00298487
8.286,0.000346707,3.51168e-05,0.00297531
8.287,0.000346821,3.50188e-05,0.00296576
8.288,0.000346934,3.49209e-05,0.00295621
8.289,0.000347048,3.4823e-05,0.00294668
8.29,0.000347162,3.47252e-05,0.00293715
8.291,0.000347277,3.46274e-05,0.00292762
8.292,0.000347391,3.45297e-05,0.00291811
8.293,0.000347507,3.4432e-05,0.0029086
8.294,0.000347622,3.43344e-05,0.00289911
8.295,0.000347738,3.42369e-05,0.00288961
8.296,0.000347853,3.41394e-05,0.00288013
8.297,0.00034797,3.4042e-05,0.00287066
8.298,0.000348086,3.39446e-05,0.00286119
8.299,0.000348203,3.38473e-05,0.00285173
8.3,0.00034832,3.375e-05,0.00284228
8.301,0.000348437,3.36529e-05,0.00283283
8.302,0.000348555,3.35557e-05,0.0028234
8.303,0.000348673,3.34586e-05,0.00281397
8.304,0.000348791,3.33616e-05,0.00280455
8.305,0.00034891,3.32647e-05,0.00279514
8.306,0.000349029,3.31678e-05,0.00278573
8.307,0.000349148,3.3071e-05,0.00277633
8.308,0.000349267,3.29742e-05,0.00276695
8.309,0.000349386,3.28775e-05,0.00275757
8.31,0.000349506,3.27808e-05,0.00274819
8.311,0.000349626,3.26842e-05,0.00273883
8.312,0.000349747,3.25877e-05,0.00272948
8.313,0.000349868,3.24913e-05,0.00272013
8.314,0.000349988,3.23949e-05,0.00271079
8.315,0.00035011,3.22985e-05,0.00270146
8.316,0.000350231,3.22023e-05,0.00269214
8.317,0.000350353,3.21061e-05,0.00268282
8.318,0.000350475,3.20099e-05,0.00267352
8.319,0.000350597,3.19138e-05,0.00266422
8.32,0.00035072,3.18178e-05,0.00265493
8.321,0.000350842,3.17219e-05,0.00264565
8.322,0.000350965,3.1626e-05,0.00263638
8.323,0.000351089,3.15302e-05,0.00262711
8.324,0.000351212,3.14345e-05,0.00261786
8.325,0.000351336,3.13388e-05,0.00260861
8.326,0.00035146,3.12432e-05,0.00259937
8.327,0.000351584,3.11476e-05,0.00259015
8.328,0.000351709,3.10522e-05,0.00258092
8.329,0.000351834,3.09567e-05,0.00257171
8.33,0.000351959,3.08614e-05,0.00256251
8.331,0.000352084,3.07661e-05,0.00255331
8.332,0.00035221,3.06709e-05,0.00254413
8.333,0.000352336,3.05758e-05,0.00253495
8.334,0.000352462,3.04807e-05,0.00252578
8.335,0.000352588,3.03857e-05,0.00251662
8.336,0.000352714,3.02908e-05,0.00250747
8.337,0.000352841,3.0196e-05,0.00249833
8.338,0.000352968,3.01012e-05,0.0024892
8.339,0.000353095,3.00065e-05,0.00248007
8.34,0.000353223,2.99118e-05,0.00247096
8.341,0.000353351,2.98173e-05,0.00246185
8.342,0.000353478,2.97228e-05,0.00245275
8.343,0.000353607,2.96284e-05,0.00244366
8.344,0.000353735,2.9534e-05,0.00243458
8.345,0.000353864,2.94397e-05,0.00242551
8.346,0.000353993,2.93455e-05,0.00241645
8.347,0.000354122,2.92514e-05,0.0024074
8.348,0.000354251,2.91574e-05,0.00239836
8.349,0.000354381,2.90634e-05,0.00238932
8.35,0.00035451,2.89695e-05,0.0023803
8.351,0.00035464,2.88756e-05,0.00237128
8.352,0.000354771,2.87819e-05,0.00236228
8.353,0.000354901,2.86882e-05,0.00235328
8.354,0.000355032,2.85946e-05,0.00234429
8.355,0.000355162,2.85011e-05,0.00233531
8.356,0.000355294,2.84076e-05,0.00232634
8.357,0.000355425,2.83142e-05,0.00231738
8.358,0.000355556,2.82209e-05,0.00230843
8.359,0.000355688,2.81277e-05,0.00229949
8.36,0.00035582,2.80346e-05,0.00229056
8.361,0.000355952,2.79415e-05,0.00228164
8.362,0.000356085,2.78485e-05,0.00227272
8.363,0.000356217,2.77556e-05,0.00226382
8.364,0.00035635,2.76628e-05,0.00225492
8.365,0.000356483,2.757e-05,0.00224604
8.366,0.000356616,2.74773e-05,0.00223716
8.367,0.00035675,2.73847e-05,0.0022283
8.368,0.000356883,2.72922e-05,0.00221944
8.369,0.000357017,2.71998e-05,0.00221059
8.37,0.000357151,2.71074e-05,0.00220176
8.371,0.000357285,2.70151e-05,0.00219293
8.372,0.00035742,2.69229e-05,0.00218411
8.373,0.000357554,2.68308e-05,0.0021753
8.374,0.000357689,2.67388e-05,0.00216651
8.375,0.000357824,2.66468e-05,0.00215772
8.376,0.000357959,2.6555e-05,0.00214894
8.377,0.000358095,2.64632e-05,0.00214017
8.378,0.00035823,2.63715e-05,0.00213141
8.379,0.000358366,2.62799e-05,0.00212266
8.38,0.000358502,2.61883e-05,0.00211392
8.381,0.000358638,2.60969e-05,0.00210519
8.382,0.000358775,2.60055e-05,0.00209647
8.383,0.000358911,2.59142e-05,0.00208776
8.384,0.000359048,2.5823e-05,0.00207906
8.385,0.000359185,2.57319e-05,0.00207037
8.386,0.000359322,2.56408e-05,0.00206169
8.387,0.000359459,2.55499e-05,0.00205302
8.388,0.000359597,2.5459e-05,0.00204436
8.389,0.000359735,2.53682e-05,0.0020357
8.39,0.000359872,2.52775e-05,0.00202706
8.391,0.00036001,2.51869e-05,0.00201843
8.392,0.000360149,2.50964e-05,0.00200981
8.393,0.000360287,2.50059e-05,0.0020012
8.394,0.000360425,2.49156e-05,0.0019926
8.395,0.000360564,2.48253e-05,0.00198401
8.396,0.000360703,2.47351e-05,0.00197543
8.397,0.000360842,2.4645e-05,0.00196686
8.398,0.000360981,2.4555e-05,0.0019583
8.399,0.000361121,2.44651e-05,0.00194975
8.4,0.00036126,2.43752e-05,0.00194121
8.401,0.0003614,2.42855e-05,0.00193268
8.402,0.00036154,2.41958e-05,0.00192416
8.403,0.00036168,2.41063e-05,0.00191565
8.404,0.00036182,2.40168e-05,0.00190716
8.405,0.000361961,2.39274e-05,0.00189867
8.406,0.000362101,2.38381e-05,0.00189019
8.407,0.000362242,2.37489e-05,0.00188172
8.408,0.000362383,2.36598e-05,0.00187326
8.409,0.000362524,2.35707e-05,0.00186482
8.41,0.000362665,2.34818e-05,0.00185638
8.411,0.000362806,2.33929e-05,0.00184795
8.412,0.000362948,2.33042e-05,0.00183954
8.413,0.00036309,2.32155e-05,0.00183113
8.414,0.000363231,2.31269e-05,0.00182274
8.415,0.000363373,2.30384e-05,0.00181435
8.416,0.000363515,2.295e-05,0.00180598
8.417,0.000363658,2.28617e-05,0.00179762
8.418,0.0003638,2.27735e-05,0.00178926
8.419,0.000363943,2.26854e-05,0.00178092
8.42,0.000364085,2.25974e-05,0.00177259
8.421,0.000364228,2.25094e-05,0.00176427
8.422,0.000364371,2.24216e-05,0.00175596
8.423,0.000364515,2.23338e-05,0.00174766
8.424,0.000364658,2.22462e-05,0.00173937
8.425,0.000364801,2.21586e-05,0.00173109
8.426,0.000364945,2.20711e-05,0.00172282
8.427,0.000365089,2.19838e-05,0.00171456
8.428,0.000365232,2.18965e-05,0.00170632
8.429,0.000365376,2.18093e-05,0.00169808
8.43,0.000365521,2.17222e-05,0.00168986
8.431,0.000365665,2.16352e-05,0.00168164
8.432,0.000365809,2.15483e-05,0.00167344
8.433,0.000365954,2.14615e-05,0.00166524
8.434,0.000366099,2.13748e-05,0.00165706
8.435,0.000366243,2.12881e-05,0.00164889
8.436,0.000366388,2.12016e-05,0.00164073
8.437,0.000366533,2.11152e-05,0.00163258
8.438,0.000366679,2.10289e-05,0.00162444
8.439,0.000366824,2.09426e-05,0.00161631
8.44,0.000366969,2.08565e-05,0.00160819
8.441,0.000367115,2.07704e-05,0.00160009
8.442,0.000367261,2.06845e-05,0.00159199
8.443,0.000367406,2.05987e-05,0.00158391
8.444,0.000367552,2.05129e-05,0.00157583
8.445,0.000367699,2.04273e-05,0.00156777
8.446,0.000367845,2.03417e-05,0.00155972
8.447,0.000367991,2.02562e-05,0.00155168
8.448,0.000368137,2.01709e-05,0.00154365
8.449,0.000368284,2.00856e-05,0.00153563
8.45,0.000368431,2.00005e-05,0.00152762
8.451,0.000368578,1.99154e-05,0.00151962
8.452,0.000368724,1.98304e-05,0.00151164
8.453,0.000368871,1.97456e-05,0.00150366
8.454,0.000369019,1.96608e-05,0.0014957
8.455,0.000369166,1.95761e-05,0.00148775
8.456,0.000369313,1.94916e-05,0.00147981
8.457,0.000369461,1.94071e-05,0.00147188
8.458,0.000369608,1.93227e-05,0.00146396
8.459,0.000369756,1.92385e-05,0.00145605
8.46,0.000369904,1.91543e-05,0.00144815
8.461,0.000370052,1.90703e-05,0.00144026
8.462,0.0003702,1.89863e-05,0.00143239
8.463,0.000370348,1.89024e-05,0.00142453
8.464,0.000370496,1.88187e-05,0.00141667
8.465,0.000370644,1.8735e-05,0.00140883
8.466,0.000370793,1.86514e-05,0.001401
8.467,0.000370941,1.8568e-05,0.00139318
8.468,0.00037109,1.84846e-05,0.00138538
8.469,0.000371239,1.84014e-05,0.00137758
8.47,0.000371387,1.83182e-05,0.0013698
8.471,0.000371536,1.82352e-05,0.00136202
8.472,0.000371685,1.81522e-05,0.00135426
8.473,0.000371834,1.80694e-05,0.00134651
8.474,0.000371984,1.79866e-05,0.00133877
8.475,0.000372133,1.7904e-05,0.00133104
8.476,0.000372282,1.78215e-05,0.00132332
8.477,0.000372432,1.7739e-05,0.00131562
8.478,0.000372581,1.76567e-05,0.00130792
8.479,0.000372731,1.75745e-05,0.00130024
8.48,0.000372881,1.74924e-05,0.00129257
8.481,0.00037303,1.74104e-05,0.00128491
8.482,0.00037318,1.73284e-05,0.00127726
8.483,0.00037333,1.72466e-05,0.00126962
8.484,0.00037348,1.71649e-05,0.001262
8.485,0.000373631,1.70833e-05,0.00125438
8.486,0.000373781,1.70018e-05,0.00124678
8.487,0.000373931,1.69205e-05,0.00123919
8.488,0.000374082,1.68392e-05,0.00123161
8.489,0.000374232,1.6758e-05,0.00122404
8.49,0.000374383,1.66769e-05,0.00121648
8.491,0.000374533,1.6596e-05,0.00120894
8.492,0.000374684,1.65151e-05,0.00120141
8.493,0.000374835,1.64343e-05,0.00119388
8.494,0.000374986,1.63537e-05,0.00118637
8.495,0.000375137,1.62732e-05,0.00117887
8.496,0.000375288,1.61927e-05,0.00117139
8.497,0.000375439,1.61124e-05,0.00116391
8.498,0.00037559,1.60322e-05,0.00115644
8.499,0.000375741,1.5952e-05,0.00114899
8.5,0.000375893,1.5872e-05,0.00114155
8.501,0.000376044,1.57921e-05,0.00113412
8.502,0.000376195,1.57123e-05,0.0011267
8.503,0.000376347,1.56327e-05,0.0011193
8.504,0.000376498,1.55531e-05,0.0011119
8.505,0.00037665,1.54736e-05,0.00110452
8.506,0.000376802,1.53942e-05,0.00109715
8.507,0.000376954,1.5315e-05,0.00108979
8.508,0.000377105,1.52358e-05,0.00108244
8.509,0.000377257,1.51568e-05,0.0010751
8.51,0.000377409,1.50779e-05,0.00106778
8.511,0.000377561,1.4999e-05,0.00106046
8.512,0.000377713,1.49203e-05,0.00105316
8.513,0.000377865,1.48417e-05,0.00104587
8.514,0.000378018,1.47632e-05,0.0010386
8.515,0.00037817,1.46848e-05,0.00103133
8.516,0.000378322,1.46066e-05,0.00102408
8.517,0.000378475,1.45284e-05,0.00101683
8.518,0.000378627,1.44503e-05,0.0010096
8.519,0.000378779,1.43724e-05,0.00100238
8.52,0.000378932,1.42946e-05,0.000995177
8.521,0.000379085,1.42168e-05,0.000987981
8.522,0.000379237,1.41392e-05,0.000980798
8.523,0.00037939,1.40617e-05,0.000973626
8.524,0.000379543,1.39843e-05,0.000966466
8.525,0.000379695,1.3907e-05,0.000959318
8.526,0.000379848,1.38298e-05,0.000952181
8.527,0.000380001,1.37528e-05,0.000945057
8.528,0.000380154,1.36758e-05,0.000937944
8.529,0.000380307,1.3599e-05,0.000930844
8.53,0.00038046,1.35222e-05,0.000923755
8.531,0.000380613,1.34456e-05,0.000916678
8.532,0.000380766,1.33691e-05,0.000909613
8.533,0.000380919,1.32927e-05,0.000902559
8.534,0.000381072,1.32164e-05,0.000895518
8.535,0.000381225,1.31402e-05,0.000888489
8.536,0.000381379,1.30642e-05,0.000881471
8.537,0.000381532,1.29882e-05,0.000874466
8.538,0.000381685,1.29124e-05,0.000867472
8.539,0.000381839,1.28366e-05,0.00086049
8.54,0.000381992,1.2761e-05,0.00085352
8.541,0.000382145,1.26855e-05,0.000846562
8.542,0.000382299,1.26101e-05,0.000839617
8.543,0.000382452,1.25348e-05,0.000832683
8.544,0.000382606,1.24597e-05,0.000825761
8.545,0.000382759,1.23846e-05,0.000818851
8.546,0.000382913,1.23097e-05,0.000811953
8.547,0.000383066,1.22349e-05,0.000805067
8.548,0.00038322,1.21601e-05,0.000798192
8.549,0.000383374,1.20855e-05,0.00079133
8.55,0.000383527,1.2011e-05,0.00078448
8.551,0.000383681,1.19367e-05,0.000777642
8.552,0.000383835,1.18624e-05,0.000770816
8.553,0.000383989,1.17883e-05,0.000764002
8.554,0.000384142,1.17142e-05,0.0007572
8.555,0.000384296,1.16403e-05,0.00075041
8.556,0.00038445,1.15665e-05,0.000743632
8.557,0.000384604,1.14928e-05,0.000736866
8.558,0.000384758,1.14192e-05,0.000730113
8.559,0.000384912,1.13458e-05,0.000723371
8.56,0.000385065,1.12724e-05,0.000716641
8.561,0.000385219,1.11992e-05,0.000709923
8.562,0.000385373,1.11261e-05,0.000703218
8.563,0.000385527,1.1053e-05,0.000696524
8.564,0.000385681,1.09802e-05,0.000689843
8.565,0.000385835,1.09074e-05,0.000683174
8.566,0.000385989,1.08347e-05,0.000676516
8.567,0.000386143,1.07622e-05,0.000669871
8.568,0.000386297,1.06897e-05,0.000663238
8.569,0.000386451,1.06174e-05,0.000656617
8.57,0.000386605,1.05452e-05,0.000650008
8.571,0.000386759,1.04731e-05,0.000643411
8.572,0.000386914,1.04012e-05,0.000636827
8.573,0.000387068,1.03293e-05,0.000630254
8.574,0.000387222,1.02576e-05,0.000623694
8.575,0.000387376,1.01859e-05,0.000617146
8.576,0.00038753,1.01144e-05,0.00061061
