Time,Position,theta,Force
0.227,1.02763,-0.459015,-101.74
0.228,1.02884,-0.459852,-101.629
0.229,1.03004,-0.460674,-101.517
0.23,1.03121,-0.461481,-101.405
0.231,1.03237,-0.462272,-101.292
0.232,1.0335,-0.463048,-101.179
0.233,1.03462,-0.463809,-101.066
0.234,1.03572,-0.464555,-100.952
0.235,1.0368,-0.465286,-100.838
0.236,1.03786,-0.466002,-100.722
0.237,1.03891,-0.466704,-100.607
0.238,1.03993,-0.46739,-100.49
0.239,1.04094,-0.468062,-100.373
0.24,1.04193,-0.46872,-100.256
0.241,1.0429,-0.469363,-100.137
0.242,1.04386,-0.469991,-100.018
0.243,1.04479,-0.470606,-99.8986
0.244,1.04571,-0.471206,-99.7781
0.245,1.04661,-0.471792,-99.6568
0.246,1.04749,-0.472363,-99.5347
0.247,1.04835,-0.472921,-99.4117
0.248,1.0492,-0.473465,-99.2879
0.249,1.05003,-0.473994,-99.1633
0.25,1.05084,-0.47451,-99.0378
0.251,1.05163,-0.475012,-98.9114
0.252,1.05241,-0.475501,-98.7841
0.253,1.05317,-0.475976,-98.6558
0.254,1.05391,-0.476437,-98.5266
0.255,1.05463,-0.476885,-98.3964
0.256,1.05534,-0.477319,-98.2652
0.257,1.05602,-0.47774,-98.133
0.258,1.0567,-0.478147,-97.9998
0.259,1.05735,-0.478541,-97.8655
0.26,1.05799,-0.478922,-97.7302
0.261,1.05861,-0.47929,-97.5939
0.262,1.05921,-0.479645,-97.4564
0.263,1.05979,-0.479987,-97.3178
0.264,1.06036,-0.480315,-97.1781
0.265,1.06092,-0.480631,-97.0373
0.266,1.06145,-0.480934,-96.8953
0.267,1.06197,-0.481224,-96.7522
0.268,1.06247,-0.481502,-96.6079
0.269,1.06296,-0.481766,-96.4624
0.27,1.06342,-0.482018,-96.3157
0.271,1.06387,-0.482258,-96.1678
0.272,1.06431,-0.482485,-96.0187
0.273,1.06473,-0.482699,-95.8683
0.274,1.06513,-0.482901,-95.7167
0.275,1.06551,-0.483091,-95.5638
0.276,1.06588,-0.483268,-95.4096
0.277,1.06624,-0.483433,-95.2542
0.278,1.06657,-0.483585,-95.0974
0.279,1.06689,-0.483726,-94.9394
0.28,1.06719,-0.483854,-94.78
0.281,1.06748,-0.483971,-94.6193
0.282,1.06775,-0.484075,-94.4572
0.283,1.06801,-0.484167,-94.2938
0.284,1.06825,-0.484247,-94.129
0.285,1.06847,-0.484316,-93.9629
0.286,1.06868,-0.484372,-93.7954
0.287,1.06887,-0.484417,-93.6265
0.288,1.06904,-0.48445,-93.4562
0.289,1.0692,-0.484471,-93.2845
0.29,1.06934,-0.484481,-93.1114
0.291,1.06947,-0.484478,-92.9368
0.292,1.06958,-0.484465,-92.7609
0.293,1.06968,-0.48444,-92.5835
0.294,1.06976,-0.484403,-92.4046
0.295,1.06982,-0.484355,-92.2243
0.296,1.06987,-0.484295,-92.0425
0.297,1.0699,-0.484224,-91.8593
0.298,1.06992,-0.484142,-91.6746
0.299,1.06992,-0.484048,-91.4884
0.3,1.06991,-0.483943,-91.3007
0.301,1.06988,-0.483827,-91.1116
0.302,1.06984,-0.4837,-90.9209
0.303,1.06978,-0.483562,-90.7288
0.304,1.0697,-0.483412,-90.5351
0.305,1.06961,-0.483252,-90.3399
0.306,1.06951,-0.48308,-90.1432
0.307,1.06939,-0.482898,-89.945
0.308,1.06925,-0.482705,-89.7453
0.309,1.0691,-0.4825,-89.544
0.31,1.06894,-0.482285,-89.3412
0.311,1.06875,-0.482059,-89.1368
0.312,1.06856,-0.481823,-88.9309
0.313,1.06835,-0.481575,-88.7235
0.314,1.06812,-0.481317,-88.5145
0.315,1.06788,-0.481048,-88.304
0.316,1.06763,-0.480769,-88.0919
0.317,1.06736,-0.480479,-87.8783
0.318,1.06707,-0.480179,-87.6631
0.319,1.06677,-0.479868,-87.4463
0.32,1.06646,-0.479546,-87.228
0.321,1.06613,-0.479214,-87.0081
0.322,1.06579,-0.478872,-86.7866
0.323,1.06543,-0.478519,-86.5636
0.324,1.06506,-0.478156,-86.339
0.325,1.06467,-0.477783,-86.1129
0.326,1.06427,-0.4774,-85.8851
0.327,1.06385,-0.477006,-85.6558
0.328,1.06342,-0.476602,-85.425
0.329,1.06298,-0.476188,-85.1925
0.33,1.06252,-0.475764,-84.9585
0.331,1.06205,-0.47533,-84.723
0.332,1.06156,-0.474886,-84.4858
0.333,1.06106,-0.474431,-84.2471
0.334,1.06054,-0.473967,-84.0068
0.335,1.06001,-0.473493,-83.765
0.336,1.05947,-0.473009,-83.5216
0.337,1.05891,-0.472516,-83.2766
0.338,1.05834,-0.472012,-83.03
0.339,1.05776,-0.471499,-82.782
0.34,1.05716,-0.470976,-82.5323
0.341,1.05654,-0.470443,-82.2811
0.342,1.05592,-0.4699,-82.0284
0.343,1.05528,-0.469348,-81.774
0.344,1.05462,-0.468786,-81.5182
0.345,1.05395,-0.468215,-81.2608
0.346,1.05327,-0.467634,-81.0019
0.347,1.05258,-0.467044,-80.7414
0.348,1.05187,-0.466444,-80.4794
0.349,1.05115,-0.465835,-80.2159
0.35,1.05041,-0.465217,-79.9509
0.351,1.04966,-0.464589,-79.6843
0.352,1.0489,-0.463952,-79.4163
0.353,1.04813,-0.463305,-79.1467
0.354,1.04734,-0.462649,-78.8756
0.355,1.04653,-0.461984,-78.603
0.356,1.04572,-0.46131,-78.329
0.357,1.04489,-0.460627,-78.0534
0.358,1.04405,-0.459935,-77.7764
0.359,1.04319,-0.459233,-77.4979
0.36,1.04233,-0.458523,-77.2179
0.361,1.04145,-0.457804,-76.9365
0.362,1.04055,-0.457075,-76.6536
0.363,1.03965,-0.456338,-76.3693
0.364,1.03873,-0.455592,-76.0835
0.365,1.0378,-0.454837,-75.7964
0.366,1.03685,-0.454073,-75.5077
0.367,1.03589,-0.4533,-75.2177
0.368,1.03492,-0.452519,-74.9263
0.369,1.03394,-0.451729,-74.6335
0.37,1.03295,-0.45093,-74.3392
0.371,1.03194,-0.450123,-74.0436
0.372,1.03092,-0.449307,-73.7467
0.373,1.02989,-0.448483,-73.4483
0.374,1.02884,-0.44765,-73.1487
0.375,1.02778,-0.446808,-72.8476
0.376,1.02671,-0.445958,-72.5453
0.377,1.02563,-0.4451,-72.2416
0.378,1.02454,-0.444234,-71.9366
0.379,1.02343,-0.443359,-71.6303
0.38,1.02231,-0.442475,-71.3227
0.381,1.02118,-0.441584,-71.0139
0.382,1.02004,-0.440684,-70.7037
0.383,1.01889,-0.439776,-70.3923
0.384,1.01772,-0.43886,-70.0797
0.385,1.01654,-0.437936,-69.7658
0.386,1.01535,-0.437004,-69.4507
0.387,1.01415,-0.436064,-69.1344
0.388,1.01294,-0.435116,-68.8169
0.389,1.01171,-0.43416,-68.4983
0.39,1.01048,-0.433196,-68.1784
0.391,1.00923,-0.432224,-67.8574
0.392,1.00797,-0.431245,-67.5352
0.393,1.0067,-0.430257,-67.212
0.394,1.00542,-0.429262,-66.8876
0.395,1.00412,-0.428259,-66.562
0.396,1.00282,-0.427249,-66.2354
0.397,1.0015,-0.426231,-65.9078
0.398,1.00017,-0.425205,-65.579
0.399,0.998836,-0.424172,-65.2493
0.4,0.997486,-0.423131,-64.9184
0.401,0.996125,-0.422083,-64.5866
0.402,0.994754,-0.421028,-64.2538
0.403,0.993371,-0.419965,-63.92
0.404,0.991978,-0.418895,-63.5852
0.405,0.990573,-0.417818,-63.2494
0.406,0.989158,-0.416733,-62.9127
0.407,0.987733,-0.415641,-62.5751
0.408,0.986296,-0.414542,-62.2366
0.409,0.984849,-0.413436,-61.8972
0.41,0.983392,-0.412323,-61.557
0.411,0.981924,-0.411203,-61.2158
0.412,0.980445,-0.410076,-60.8739
0.413,0.978956,-0.408942,-60.5311
0.414,0.977457,-0.407801,-60.1875
0.415,0.975948,-0.406653,-59.8431
0.416,0.974428,-0.405498,-59.4979
0.417,0.972898,-0.404337,-59.152
0.418,0.971358,-0.403169,-58.8054
0.419,0.969808,-0.401995,-58.4581
0.42,0.968248,-0.400813,-58.11
0.421,0.966679,-0.399626,-57.7613
0.422,0.965099,-0.398431,-57.4119
0.423,0.963509,-0.397231,-57.0619
0.424,0.96191,-0.396023,-56.7112
0.425,0.960301,-0.39481,-56.36
0.426,0.958682,-0.39359,-56.0082
0.427,0.957054,-0.392364,-55.6558
0.428,0.955416,-0.391132,-55.3028
0.429,0.953769,-0.389893,-54.9494
0.43,0.952112,-0.388648,-54.5954
0.431,0.950447,-0.387398,-54.2409
0.432,0.948771,-0.386141,-53.886
0.433,0.947087,-0.384878,-53.5307
0.434,0.945393,-0.383609,-53.1749
0.435,0.943691,-0.382335,-52.8187
0.436,0.941979,-0.381055,-52.4621
0.437,0.940258,-0.379768,-52.1052
0.438,0.938528,-0.378476,-51.7479
0.439,0.93679,-0.377179,-51.3903
0.44,0.935043,-0.375876,-51.0324
0.441,0.933287,-0.374567,-50.6743
0.442,0.931522,-0.373253,-50.3158
0.443,0.929749,-0.371933,-49.9572
0.444,0.927967,-0.370608,-49.5983
0.445,0.926177,-0.369277,-49.2392
0.446,0.924378,-0.367941,-48.8799
0.447,0.922571,-0.3666,-48.5205
0.448,0.920756,-0.365254,-48.161
0.449,0.918932,-0.363902,-47.8014
0.45,0.9171,-0.362546,-47.4416
0.451,0.91526,-0.361184,-47.0818
0.452,0.913413,-0.359817,-46.722
0.453,0.911557,-0.358446,-46.3622
0.454,0.909693,-0.357069,-46.0023
0.455,0.907821,-0.355688,-45.6425
0.456,0.905942,-0.354302,-45.2827
0.457,0.904055,-0.352911,-44.923
0.458,0.90216,-0.351516,-44.5633
0.459,0.900258,-0.350116,-44.2038
0.46,0.898348,-0.348711,-43.8444
0.461,0.896431,-0.347302,-43.4852
0.462,0.894506,-0.345888,-43.1261
0.463,0.892574,-0.34447,-42.7673
0.464,0.890635,-0.343048,-42.4086
0.465,0.888689,-0.341622,-42.0502
0.466,0.886735,-0.340191,-41.6921
0.467,0.884775,-0.338756,-41.3343
0.468,0.882807,-0.337317,-40.9767
0.469,0.880833,-0.335874,-40.6195
0.47,0.878852,-0.334427,-40.2627
0.471,0.876864,-0.332976,-39.9062
0.472,0.874869,-0.331521,-39.5501
0.473,0.872868,-0.330062,-39.1944
0.474,0.87086,-0.3286,-38.8392
0.475,0.868845,-0.327134,-38.4844
0.476,0.866824,-0.325664,-38.1301
0.477,0.864797,-0.32419,-37.7763
0.478,0.862763,-0.322714,-37.4231
0.479,0.860723,-0.321233,-37.0703
0.48,0.858677,-0.319749,-36.7182
0.481,0.856625,-0.318262,-36.3666
0.482,0.854567,-0.316772,-36.0157
0.483,0.852503,-0.315278,-35.6654
0.484,0.850433,-0.313782,-35.3157
0.485,0.848357,-0.312282,-34.9667
0.486,0.846275,-0.310779,-34.6184
0.487,0.844188,-0.309273,-34.2708
0.488,0.842095,-0.307764,-33.9239
0.489,0.839997,-0.306252,-33.5778
0.49,0.837893,-0.304738,-33.2324
0.491,0.835783,-0.303221,-32.8879
0.492,0.833668,-0.301701,-32.5441
0.493,0.831548,-0.300178,-32.2012
0.494,0.829423,-0.298653,-31.8592
0.495,0.827293,-0.297125,-31.518
0.496,0.825157,-0.295595,-31.1777
0.497,0.823017,-0.294063,-30.8383
0.498,0.820871,-0.292528,-30.4998
0.499,0.818721,-0.290991,-30.1623
0.5,0.816566,-0.289452,-29.8257
0.501,0.814406,-0.287911,-29.4902
0.502,0.812242,-0.286367,-29.1556
0.503,0.810073,-0.284822,-28.822
0.504,0.807899,-0.283274,-28.4895
0.505,0.805721,-0.281725,-28.158
0.506,0.803539,-0.280174,-27.8276
0.507,0.801352,-0.278621,-27.4983
0.508,0.799161,-0.277066,-27.1701
0.509,0.796966,-0.27551,-26.843
0.51,0.794767,-0.273952,-26.517
0.511,0.792563,-0.272392,-26.1922
0.512,0.790356,-0.270831,-25.8686
0.513,0.788145,-0.269269,-25.5461
0.514,0.785929,-0.267705,-25.2248
0.515,0.783711,-0.266141,-24.9048
0.516,0.781488,-0.264574,-24.586
0.517,0.779262,-0.263007,-24.2684
0.518,0.777032,-0.261438,-23.9521
0.519,0.774799,-0.259869,-23.637
0.52,0.772562,-0.258298,-23.3232
0.521,0.770322,-0.256727,-23.0108
0.522,0.768078,-0.255155,-22.6996
0.523,0.765832,-0.253581,-22.3898
0.524,0.763582,-0.252008,-22.0812
0.525,0.761329,-0.250433,-21.7741
0.526,0.759073,-0.248858,-21.4683
0.527,0.756814,-0.247282,-21.1639
0.528,0.754552,-0.245706,-20.8608
0.529,0.752287,-0.244129,-20.5592
0.53,0.75002,-0.242552,-20.259
0.531,0.74775,-0.240974,-19.9601
0.532,0.745477,-0.239396,-19.6627
0.533,0.743201,-0.237818,-19.3668
0.534,0.740924,-0.23624,-19.0723
0.535,0.738643,-0.234661,-18.7792
0.536,0.73636,-0.233083,-18.4877
0.537,0.734075,-0.231505,-18.1976
0.538,0.731788,-0.229926,-17.9089
0.539,0.729498,-0.228348,-17.6218
0.54,0.727206,-0.22677,-17.3362
0.541,0.724913,-0.225192,-17.0521
0.542,0.722617,-0.223615,-16.7695
0.543,0.720319,-0.222037,-16.4884
0.544,0.718019,-0.220461,-16.2088
0.545,0.715718,-0.218884,-15.9308
0.546,0.713414,-0.217308,-15.6543
0.547,0.711109,-0.215733,-15.3794
0.548,0.708803,-0.214158,-15.106
0.549,0.706495,-0.212584,-14.8342
0.55,0.704185,-0.211011,-14.564
0.551,0.701874,-0.209438,-14.2953
0.552,0.699561,-0.207867,-14.0282
0.553,0.697247,-0.206296,-13.7627
0.554,0.694932,-0.204726,-13.4988
0.555,0.692615,-0.203157,-13.2364
0.556,0.690298,-0.201589,-12.9757
0.557,0.687979,-0.200022,-12.7165
0.558,0.685659,-0.198456,-12.4589
0.559,0.683338,-0.196892,-12.203
0.56,0.681017,-0.195328,-11.9486
0.561,0.678694,-0.193766,-11.6958
0.562,0.676371,-0.192206,-11.4447
0.563,0.674046,-0.190646,-11.1951
0.564,0.671722,-0.189088,-10.9472
0.565,0.669396,-0.187532,-10.7008
0.566,0.66707,-0.185977,-10.4561
0.567,0.664743,-0.184424,-10.213
0.568,0.662416,-0.182872,-9.97148
0.569,0.660088,-0.181322,-9.73158
0.57,0.65776,-0.179774,-9.49329
0.571,0.655432,-0.178227,-9.25661
0.572,0.653103,-0.176683,-9.02153
0.573,0.650774,-0.17514,-8.78806
0.574,0.648445,-0.173599,-8.5562
0.575,0.646116,-0.17206,-8.32594
0.576,0.643787,-0.170522,-8.09728
0.577,0.641457,-0.168987,-7.87022
0.578,0.639128,-0.167454,-7.64475
0.579,0.636799,-0.165923,-7.42088
0.58,0.63447,-0.164395,-7.19861
0.581,0.632141,-0.162868,-6.97792
0.582,0.629812,-0.161344,-6.75881
0.583,0.627484,-0.159822,-6.54129
0.584,0.625156,-0.158302,-6.32535
0.585,0.622828,-0.156785,-6.11098
0.586,0.620501,-0.15527,-5.89818
0.587,0.618174,-0.153757,-5.68695
0.588,0.615848,-0.152247,-5.47728
0.589,0.613522,-0.15074,-5.26917
0.59,0.611197,-0.149235,-5.06261
0.591,0.608872,-0.147732,-4.85759
0.592,0.606548,-0.146233,-4.65412
0.593,0.604225,-0.144735,-4.45219
0.594,0.601903,-0.143241,-4.25178
0.595,0.599581,-0.141749,-4.0529
0.596,0.597261,-0.14026,-3.85554
0.597,0.594941,-0.138774,-3.6597
0.598,0.592622,-0.137291,-3.46536
0.599,0.590304,-0.135811,-3.27252
0.6,0.587988,-0.134333,-3.08117
0.601,0.585672,-0.132858,-2.89132
0.602,0.583357,-0.131387,-2.70294
0.603,0.581044,-0.129918,-2.51604
0.604,0.578732,-0.128453,-2.3306
0.605,0.576421,-0.12699,-2.14663
0.606,0.574111,-0.125531,-1.9641
0.607,0.571803,-0.124074,-1.78303
0.608,0.569496,-0.122621,-1.60338
0.609,0.56719,-0.121171,-1.42517
0.61,0.564886,-0.119724,-1.24838
0.611,0.562583,-0.118281,-1.07301
0.612,0.560282,-0.116841,-0.899038
0.613,0.557982,-0.115404,-0.726467
0.614,0.555684,-0.11397,-0.555285
0.615,0.553387,-0.112539,-0.385485
0.616,0.551092,-0.111113,-0.217058
0.617,0.548799,-0.109689,-0.0499962
0.618,0.546507,-0.108269,0.115709
0.619,0.544217,-0.106852,0.280067
0.62,0.541929,-0.105439,0.443086
0.621,0.539643,-0.104029,0.604775
0.622,0.537359,-0.102623,0.765141
0.623,0.535076,-0.10122,0.924195
0.624,0.532796,-0.0998209,1.08195
0.625,0.530517,-0.0984253,1.2384
0.626,0.52824,-0.0970334,1.39357
0.627,0.525965,-0.095645,1.54746
0.628,0.523693,-0.0942603,1.70009
0.629,0.521422,-0.0928792,1.85145
0.63,0.519153,-0.0915019,2.00157
0.631,0.516887,-0.0901282,2.15044
0.632,0.514623,-0.0887583,2.29809
0.633,0.51236,-0.0873921,2.44451
0.634,0.510101,-0.0860296,2.58972
0.635,0.507843,-0.084671,2.73372
0.636,0.505587,-0.0833161,2.87654
0.637,0.503334,-0.081965,3.01816
0.638,0.501083,-0.0806178,3.15861
0.639,0.498835,-0.0792744,3.2979
0.64,0.496588,-0.0779348,3.43603
0.641,0.494345,-0.0765992,3.57301
0.642,0.492103,-0.0752674,3.70885
0.643,0.489864,-0.0739395,3.84356
0.644,0.487628,-0.0726155,3.97715
0.645,0.485394,-0.0712955,4.10964
0.646,0.483162,-0.0699794,4.24102
0.647,0.480933,-0.0686672,4.37131
0.648,0.478706,-0.067359,4.50052
0.649,0.476482,-0.0660548,4.62865
0.65,0.474261,-0.0647546,4.75572
0.651,0.472042,-0.0634584,4.88174
0.652,0.469826,-0.0621662,5.00671
0.653,0.467613,-0.0608781,5.13065
0.654,0.465402,-0.0595939,5.25355
0.655,0.463194,-0.0583138,5.37544
0.656,0.460989,-0.0570378,5.49632
0.657,0.458786,-0.0557658,5.6162
0.658,0.456586,-0.0544979,5.73509
0.659,0.454389,-0.0532341,5.853
0.66,0.452195,-0.0519743,5.96994
0.661,0.450004,-0.0507187,6.08591
0.662,0.447815,-0.0494672,6.20092
0.663,0.445629,-0.0482197,6.31499
0.664,0.443446,-0.0469764,6.42813
0.665,0.441266,-0.0457373,6.54033
0.666,0.439089,-0.0445022,6.65161
0.667,0.436915,-0.0432713,6.76198
0.668,0.434744,-0.0420445,6.87145
0.669,0.432575,-0.0408219,6.98003
0.67,0.43041,-0.0396034,7.08771
0.671,0.428248,-0.0383891,7.19452
0.672,0.426088,-0.037179,7.30047
0.673,0.423932,-0.035973,7.40555
0.674,0.421779,-0.0347712,7.50978
0.675,0.419629,-0.0335736,7.61316
0.676,0.417481,-0.0323802,7.71571
0.677,0.415337,-0.0311909,7.81743
0.678,0.413196,-0.0300058,7.91833
0.679,0.411058,-0.0288249,8.01842
0.68,0.408923,-0.0276482,8.1177
