Time,Position,theta,Force
4.945,-0.243706,0.854487,0
4.946,-0.242938,0.852293,0
4.947,-0.242172,0.850109,0
4.948,-0.241407,0.847936,0
4.949,-0.240645,0.845773,0
4.95,-0.239884,0.843621,0
4.951,-0.239125,0.84148,0
4.952,-0.238369,0.839349,0
4.953,-0.237614,0.837229,0
4.954,-0.236861,0.835119,0
4.955,-0.23611,0.83302,0
4.956,-0.235362,0.830932,0
4.957,-0.234615,0.828855,0
4.958,-0.233871,0.826788,0
4.959,-0.233129,0.824732,0
4.96,-0.232389,0.822687,0
4.961,-0.231652,0.820653,0
4.962,-0.230916,0.818629,0
4.963,-0.230183,0.816616,0
4.964,-0.229453,0.814614,0
4.965,-0.228725,0.812623,0
4.966,-0.227999,0.810643,0
4.967,-0.227276,0.808674,0
4.968,-0.226555,0.806715,0
4.969,-0.225837,0.804768,0
4.97,-0.225122,0.802831,0
4.971,-0.224409,0.800906,0
4.972,-0.223699,0.798991,0
4.973,-0.222991,0.797088,0
4.974,-0.222286,0.795195,0
4.975,-0.221584,0.793313,0
4.976,-0.220885,0.791443,0
4.977,-0.220188,0.789583,0
4.978,-0.219495,0.787735,0
4.979,-0.218804,0.785897,0
4.98,-0.218116,0.784071,0
4.981,-0.217431,0.782256,0
4.982,-0.216749,0.780452,0
4.983,-0.21607,0.778659,0
4.984,-0.215394,0.776877,0
4.985,-0.214722,0.775107,0
4.986,-0.214052,0.773347,0
4.987,-0.213385,0.771599,0
4.988,-0.212722,0.769862,0
4.989,-0.212062,0.768137,0
4.99,-0.211405,0.766422,0
4.991,-0.210751,0.764719,0
4.992,-0.2101,0.763028,0
4.993,-0.209453,0.761347,0
4.994,-0.208809,0.759678,0
4.995,-0.208169,0.75802,0
4.996,-0.207532,0.756374,0
4.997,-0.206898,0.754739,0
4.998,-0.206268,0.753115,0
4.999,-0.205641,0.751503,0
5,-0.205018,0.749902,0
5.001,-0.204398,0.748313,0
5.002,-0.203782,0.746735,0
5.003,-0.203169,0.745168,0
5.004,-0.20256,0.743614,0
5.005,-0.201955,0.74207,0
5.006,-0.201353,0.740538,0
5.007,-0.200755,0.739018,0
5.008,-0.200161,0.737509,0
5.009,-0.199571,0.736012,0
5.01,-0.198984,0.734526,0
5.011,-0.198401,0.733052,0
5.012,-0.197822,0.731589,0
5.013,-0.197247,0.730138,0
5.014,-0.196675,0.728699,0
5.015,-0.196108,0.727272,0
5.016,-0.195544,0.725856,0
5.017,-0.194985,0.724451,0
5.018,-0.194429,0.723059,0
5.019,-0.193878,0.721678,0
5.02,-0.19333,0.720309,0
5.021,-0.192786,0.718951,0
5.022,-0.192247,0.717606,0
5.023,-0.191712,0.716272,0
5.024,-0.19118,0.71495,0
5.025,-0.190653,0.713639,0
5.026,-0.19013,0.712341,0
5.027,-0.189611,0.711054,0
5.028,-0.189097,0.709779,0
5.029,-0.188586,0.708516,0
5.03,-0.18808,0.707265,0
5.031,-0.187578,0.706026,0
5.032,-0.187081,0.704799,0
5.033,-0.186588,0.703583,0
5.034,-0.186099,0.702379,0
5.035,-0.185614,0.701188,0
5.036,-0.185134,0.700008,0
5.037,-0.184658,0.69884,0
5.038,-0.184187,0.697684,0
5.039,-0.18372,0.69654,0
5.04,-0.183257,0.695409,0
5.041,-0.182799,0.694289,0
5.042,-0.182346,0.693181,0
5.043,-0.181897,0.692085,0
5.044,-0.181453,0.691001,0
5.045,-0.181013,0.689929,0
5.046,-0.180577,0.688869,0
5.047,-0.180146,0.687822,0
5.048,-0.17972,0.686786,0
5.049,-0.179299,0.685763,0
5.05,-0.178882,0.684751,0
5.051,-0.17847,0.683752,0
5.052,-0.178062,0.682765,0
5.053,-0.177659,0.68179,0
5.054,-0.177261,0.680827,0
5.055,-0.176868,0.679876,0
5.056,-0.176479,0.678937,0
5.057,-0.176095,0.678011,0
5.058,-0.175716,0.677096,0
5.059,-0.175341,0.676194,0
5.06,-0.174972,0.675304,0
5.061,-0.174607,0.674427,0
5.062,-0.174247,0.673561,0
5.063,-0.173892,0.672708,0
5.064,-0.173542,0.671867,0
5.065,-0.173196,0.671038,0
5.066,-0.172856,0.670222,0
5.067,-0.17252,0.669417,0
5.068,-0.17219,0.668625,0
5.069,-0.171864,0.667846,0
5.07,-0.171543,0.667078,0
5.071,-0.171227,0.666323,0
5.072,-0.170916,0.66558,0
5.073,-0.17061,0.66485,0
5.074,-0.17031,0.664131,0
5.075,-0.170014,0.663426,0
5.076,-0.169723,0.662732,0
5.077,-0.169437,0.662051,0
5.078,-0.169156,0.661382,0
5.079,-0.168881,0.660725,0
5.08,-0.16861,0.660081,0
5.081,-0.168344,0.659449,0
5.082,-0.168084,0.65883,0
5.083,-0.167828,0.658223,0
5.084,-0.167578,0.657628,0
5.085,-0.167333,0.657046,0
5.086,-0.167093,0.656476,0
5.087,-0.166858,0.655919,0
5.088,-0.166628,0.655374,0
5.089,-0.166404,0.654841,0
5.09,-0.166184,0.654321,0
5.091,-0.16597,0.653814,0
5.092,-0.165761,0.653318,0
5.093,-0.165557,0.652835,0
5.094,-0.165358,0.652365,0
5.095,-0.165165,0.651907,0
5.096,-0.164977,0.651462,0
5.097,-0.164793,0.651029,0
5.098,-0.164616,0.650608,0
5.099,-0.164443,0.6502,0
5.1,-0.164276,0.649804,0
5.101,-0.164114,0.649421,0
5.102,-0.163957,0.649051,0
5.103,-0.163805,0.648693,0
5.104,-0.163659,0.648347,0
5.105,-0.163518,0.648014,0
5.106,-0.163382,0.647693,0
5.107,-0.163252,0.647385,0
5.108,-0.163126,0.647089,0
5.109,-0.163007,0.646806,0
5.11,-0.162892,0.646536,0
5.111,-0.162783,0.646278,0
5.112,-0.162679,0.646032,0
5.113,-0.16258,0.645799,0
5.114,-0.162487,0.645578,0
5.115,-0.162399,0.64537,0
5.116,-0.162316,0.645175,0
5.117,-0.162239,0.644992,0
5.118,-0.162167,0.644822,0
5.119,-0.1621,0.644664,0
5.12,-0.162039,0.644518,0
5.121,-0.161983,0.644386,0
5.122,-0.161932,0.644265,0
5.123,-0.161887,0.644158,0
5.124,-0.161847,0.644063,0
5.125,-0.161812,0.64398,0
5.126,-0.161783,0.64391,0
5.127,-0.161759,0.643852,0
5.128,-0.16174,0.643807,0
5.129,-0.161727,0.643775,0
5.13,-0.161719,0.643755,0
5.131,-0.161716,0.643748,0
5.132,-0.161719,0.643753,0
5.133,-0.161727,0.643771,0
5.134,-0.161741,0.643801,0
5.135,-0.16176,0.643844,0
5.136,-0.161784,0.643899,0
5.137,-0.161814,0.643967,0
5.138,-0.161848,0.644048,0
5.139,-0.161889,0.644141,0
5.14,-0.161934,0.644246,0
5.141,-0.161985,0.644365,0
5.142,-0.162042,0.644495,0
5.143,-0.162103,0.644638,0
5.144,-0.16217,0.644794,0
5.145,-0.162243,0.644963,0
5.146,-0.16232,0.645143,0
5.147,-0.162403,0.645337,0
5.148,-0.162492,0.645543,0
5.149,-0.162585,0.645761,0
5.15,-0.162684,0.645992,0
5.151,-0.162788,0.646236,0
5.152,-0.162898,0.646492,0
5.153,-0.163013,0.64676,0
5.154,-0.163133,0.647041,0
5.155,-0.163259,0.647335,0
5.156,-0.16339,0.647641,0
5.157,-0.163526,0.647959,0
5.158,-0.163667,0.64829,0
5.159,-0.163814,0.648634,0
5.16,-0.163966,0.64899,0
5.161,-0.164123,0.649359,0
5.162,-0.164285,0.64974,0
5.163,-0.164453,0.650133,0
5.164,-0.164626,0.65054,0
5.165,-0.164804,0.650958,0
5.166,-0.164988,0.651389,0
5.167,-0.165176,0.651833,0
5.168,-0.16537,0.652288,0
5.169,-0.165569,0.652757,0
5.17,-0.165774,0.653238,0
5.171,-0.165983,0.653731,0
5.172,-0.166198,0.654237,0
5.173,-0.166418,0.654755,0
5.174,-0.166643,0.655286,0
5.175,-0.166873,0.655829,0
5.176,-0.167108,0.656384,0
5.177,-0.167349,0.656952,0
5.178,-0.167595,0.657532,0
5.179,-0.167845,0.658125,0
5.18,-0.168101,0.65873,0
5.181,-0.168362,0.659348,0
5.182,-0.168629,0.659978,0
5.183,-0.1689,0.66062,0
5.184,-0.169176,0.661275,0
5.185,-0.169457,0.661942,0
5.186,-0.169744,0.662621,0
5.187,-0.170035,0.663313,0
5.188,-0.170332,0.664017,0
5.189,-0.170633,0.664733,0
5.19,-0.17094,0.665462,0
5.191,-0.171251,0.666203,0
5.192,-0.171568,0.666956,0
5.193,-0.171889,0.667722,0
5.194,-0.172215,0.6685,0
5.195,-0.172547,0.66929,0
5.196,-0.172883,0.670093,0
5.197,-0.173224,0.670908,0
5.198,-0.17357,0.671735,0
5.199,-0.173921,0.672574,0
5.2,-0.174277,0.673426,0
5.201,-0.174638,0.67429,0
5.202,-0.175003,0.675166,0
5.203,-0.175374,0.676054,0
5.204,-0.175749,0.676954,0
5.205,-0.176129,0.677867,0
5.206,-0.176514,0.678792,0
5.207,-0.176903,0.679729,0
5.208,-0.177298,0.680678,0
5.209,-0.177697,0.68164,0
5.21,-0.178101,0.682613,0
5.211,-0.178509,0.683599,0
5.212,-0.178922,0.684597,0
5.213,-0.17934,0.685607,0
5.214,-0.179763,0.686629,0
5.215,-0.18019,0.687663,0
5.216,-0.180622,0.688709,0
5.217,-0.181058,0.689767,0
5.218,-0.181499,0.690838,0
5.219,-0.181944,0.69192,0
5.22,-0.182394,0.693015,0
5.221,-0.182849,0.694121,0
5.222,-0.183308,0.69524,0
5.223,-0.183772,0.69637,0
5.224,-0.18424,0.697513,0
5.225,-0.184712,0.698667,0
5.226,-0.185189,0.699834,0
5.227,-0.185671,0.701012,0
5.228,-0.186156,0.702203,0
5.229,-0.186646,0.703405,0
5.23,-0.187141,0.704619,0
5.231,-0.18764,0.705845,0
5.232,-0.188143,0.707084,0
5.233,-0.18865,0.708334,0
5.234,-0.189162,0.709595,0
5.235,-0.189678,0.710869,0
5.236,-0.190198,0.712155,0
5.237,-0.190722,0.713452,0
5.238,-0.191251,0.714761,0
5.239,-0.191784,0.716082,0
5.24,-0.19232,0.717415,0
5.241,-0.192861,0.71876,0
5.242,-0.193406,0.720116,0
5.243,-0.193955,0.721484,0
5.244,-0.194509,0.722864,0
5.245,-0.195066,0.724256,0
5.246,-0.195627,0.725659,0
5.247,-0.196192,0.727074,0
5.248,-0.196761,0.728501,0
5.249,-0.197334,0.729939,0
5.25,-0.197911,0.731389,0
5.251,-0.198492,0.732851,0
5.252,-0.199076,0.734324,0
5.253,-0.199665,0.735809,0
5.254,-0.200257,0.737305,0
5.255,-0.200853,0.738813,0
5.256,-0.201452,0.740333,0
5.257,-0.202056,0.741864,0
5.258,-0.202663,0.743407,0
5.259,-0.203274,0.744961,0
5.26,-0.203888,0.746527,0
5.261,-0.204506,0.748104,0
5.262,-0.205128,0.749693,0
5.263,-0.205753,0.751293,0
5.264,-0.206382,0.752904,0
5.265,-0.207014,0.754527,0
5.266,-0.20765,0.756162,0
5.267,-0.208289,0.757808,0
5.268,-0.208931,0.759465,0
5.269,-0.209577,0.761133,0
5.27,-0.210227,0.762813,0
5.271,-0.210879,0.764505,0
5.272,-0.211535,0.766207,0
5.273,-0.212194,0.767921,0
5.274,-0.212857,0.769646,0
5.275,-0.213522,0.771383,0
5.276,-0.214191,0.773131,0
5.277,-0.214863,0.774889,0
5.278,-0.215538,0.77666,0
5.279,-0.216216,0.778441,0
5.28,-0.216898,0.780234,0
5.281,-0.217582,0.782037,0
5.282,-0.218269,0.783852,0
5.283,-0.218959,0.785678,0
5.284,-0.219653,0.787515,0
5.285,-0.220349,0.789364,0
5.286,-0.221048,0.791223,0
5.287,-0.221749,0.793093,0
5.288,-0.222454,0.794975,0
5.289,-0.223161,0.796867,0
5.29,-0.223872,0.798771,0
5.291,-0.224584,0.800685,0
5.292,-0.2253,0.802611,0
5.293,-0.226018,0.804547,0
5.294,-0.226739,0.806495,0
5.295,-0.227462,0.808453,0
5.296,-0.228188,0.810423,0
5.297,-0.228916,0.812403,0
5.298,-0.229647,0.814394,0
5.299,-0.230381,0.816396,0
5.3,-0.231116,0.818409,0
5.301,-0.231854,0.820432,0
5.302,-0.232595,0.822467,0
5.303,-0.233338,0.824512,0
5.304,-0.234083,0.826568,0
5.305,-0.23483,0.828635,0
5.306,-0.235579,0.830713,0
5.307,-0.236331,0.832801,0
5.308,-0.237085,0.8349,0
5.309,-0.23784,0.83701,0
5.31,-0.238598,0.83913,0
5.311,-0.239358,0.841262,0
5.312,-0.24012,0.843403,0
5.313,-0.240884,0.845556,0
5.314,-0.241649,0.847719,0
5.315,-0.242417,0.849892,0
5.316,-0.243186,0.852077,0
5.317,-0.243958,0.854272,0
5.318,-0.244731,0.856477,0
5.319,-0.245505,0.858693,0
5.32,-0.246282,0.860919,0
5.321,-0.24706,0.863156,0
5.322,-0.247839,0.865404,0
5.323,-0.248621,0.867661,0
5.324,-0.249403,0.86993,0
5.325,-0.250188,0.872209,0
5.326,-0.250973,0.874498,0
5.327,-0.25176,0.876797,0
5.328,-0.252549,0.879107,0
5.329,-0.253339,0.881428,0
5.33,-0.25413,0.883758,0
5.331,-0.254922,0.8861,0
5.332,-0.255716,0.888451,0
5.333,-0.25651,0.890813,0
5.334,-0.257306,0.893185,0
5.335,-0.258103,0.895567,0
5.336,-0.258901,0.89796,0
5.337,-0.259701,0.900362,0
5.338,-0.260501,0.902775,0
5.339,-0.261302,0.905199,0
5.34,-0.262104,0.907632,0
5.341,-0.262906,0.910076,0
5.342,-0.26371,0.91253,0
5.343,-0.264514,0.914994,0
5.344,-0.265319,0.917468,0
5.345,-0.266125,0.919952,0
5.346,-0.266932,0.922446,0
5.347,-0.267739,0.924951,0
5.348,-0.268546,0.927466,0
5.349,-0.269354,0.92999,0
5.35,-0.270163,0.932525,0
5.351,-0.270972,0.93507,0
5.352,-0.271781,0.937624,0
5.353,-0.272591,0.940189,0
5.354,-0.273401,0.942764,0
5.355,-0.274212,0.945349,0
5.356,-0.275022,0.947944,0
5.357,-0.275833,0.950548,0
5.358,-0.276644,0.953163,0
5.359,-0.277455,0.955788,0
5.36,-0.278266,0.958422,0
5.361,-0.279077,0.961067,0
5.362,-0.279888,0.963721,0
5.363,-0.280699,0.966385,0
5.364,-0.28151,0.96906,0
5.365,-0.282321,0.971744,0
5.366,-0.283131,0.974437,0
5.367,-0.283942,0.977141,0
5.368,-0.284751,0.979855,0
5.369,-0.285561,0.982578,0
5.37,-0.28637,0.985311,0
5.371,-0.287179,0.988054,0
5.372,-0.287987,0.990807,0
5.373,-0.288795,0.993569,0
5.374,-0.289602,0.996341,0
5.375,-0.290409,0.999123,0
5.376,-0.291215,1.00192,0
5.377,-0.29202,1.00472,0
5.378,-0.292824,1.00753,0
5.379,-0.293628,1.01035,0
5.38,-0.294431,1.01318,0
5.381,-0.295233,1.01602,0
5.382,-0.296034,1.01887,0
5.383,-0.296834,1.02173,0
5.384,-0.297633,1.0246,0
5.385,-0.298431,1.02748,0
5.386,-0.299227,1.03037,0
5.387,-0.300023,1.03326,0
5.388,-0.300817,1.03617,0
5.389,-0.30161,1.03909,0
5.39,-0.302402,1.04202,0
5.391,-0.303193,1.04495,0
5.392,-0.303982,1.0479,0
5.393,-0.304769,1.05086,0
5.394,-0.305555,1.05382,0
5.395,-0.30634,1.0568,0
5.396,-0.307123,1.05978,0
5.397,-0.307904,1.06277,0
5.398,-0.308683,1.06578,0
5.399,-0.309461,1.06879,0
5.4,-0.310237,1.07181,0
5.401,-0.311011,1.07485,0
5.402,-0.311784,1.07789,0
5.403,-0.312554,1.08094,0
5.404,-0.313322,1.084,0
5.405,-0.314089,1.08707,0
5.406,-0.314853,1.09015,0
5.407,-0.315615,1.09324,0
5.408,-0.316375,1.09634,0
5.409,-0.317132,1.09945,0
5.41,-0.317888,1.10257,0
5.411,-0.318641,1.10569,0
5.412,-0.319391,1.10883,0
5.413,-0.32014,1.11198,0
5.414,-0.320885,1.11513,0
5.415,-0.321628,1.1183,0
5.416,-0.322369,1.12147,0
5.417,-0.323107,1.12466,0
5.418,-0.323842,1.12785,0
5.419,-0.324574,1.13106,0
5.42,-0.325304,1.13427,0
5.421,-0.326031,1.13749,0
5.422,-0.326755,1.14072,0
5.423,-0.327476,1.14396,0
5.424,-0.328194,1.14721,0
5.425,-0.328909,1.15047,0
5.426,-0.32962,1.15374,0
5.427,-0.330329,1.15702,0
5.428,-0.331034,1.16031,0
5.429,-0.331736,1.16361,0
5.43,-0.332435,1.16692,0
5.431,-0.333131,1.17024,0
5.432,-0.333823,1.17356,0
5.433,-0.334511,1.1769,0
5.434,-0.335196,1.18024,0
5.435,-0.335878,1.1836,0
5.436,-0.336555,1.18696,0
5.437,-0.337229,1.19034,0
5.438,-0.3379,1.19372,0
5.439,-0.338566,1.19712,0
5.44,-0.339229,1.20052,0
5.441,-0.339887,1.20393,0
5.442,-0.340542,1.20735,0
5.443,-0.341193,1.21078,0
5.444,-0.341839,1.21423,0
5.445,-0.342482,1.21768,0
5.446,-0.34312,1.22114,0
5.447,-0.343754,1.22461,0
5.448,-0.344384,1.22809,0
5.449,-0.345009,1.23157,0
5.45,-0.34563,1.23507,0
5.451,-0.346247,1.23858,0
5.452,-0.346859,1.2421,0
5.453,-0.347466,1.24563,0
5.454,-0.348069,1.24916,0
5.455,-0.348667,1.25271,0
5.456,-0.34926,1.25627,0
5.457,-0.349848,1.25983,0
5.458,-0.350432,1.26341,0
5.459,-0.351011,1.26699,0
5.46,-0.351584,1.27059,0
5.461,-0.352153,1.27419,0
5.462,-0.352716,1.27781,0
5.463,-0.353275,1.28143,0
5.464,-0.353828,1.28507,0
5.465,-0.354375,1.28871,0
5.466,-0.354918,1.29236,0
5.467,-0.355455,1.29603,0
5.468,-0.355986,1.2997,0
5.469,-0.356512,1.30338,0
5.47,-0.357033,1.30708,0
5.471,-0.357548,1.31078,0
5.472,-0.358057,1.31449,0
5.473,-0.35856,1.31821,0
5.474,-0.359058,1.32195,0
5.475,-0.359549,1.32569,0
5.476,-0.360035,1.32944,0
5.477,-0.360514,1.3332,0
5.478,-0.360988,1.33698,0
5.479,-0.361455,1.34076,0
5.48,-0.361916,1.34455,0
5.481,-0.362371,1.34835,0
5.482,-0.36282,1.35217,0
5.483,-0.363262,1.35599,0
5.484,-0.363698,1.35982,0
5.485,-0.364127,1.36366,0
5.486,-0.364549,1.36752,0
5.487,-0.364965,1.37138,0
5.488,-0.365374,1.37525,0
5.489,-0.365777,1.37914,0
5.49,-0.366172,1.38303,0
5.491,-0.366561,1.38694,0
5.492,-0.366943,1.39085,0
5.493,-0.367317,1.39478,0
5.494,-0.367685,1.39871,0
5.495,-0.368045,1.40266,0
5.496,-0.368398,1.40661,0
5.497,-0.368744,1.41058,0
5.498,-0.369082,1.41456,0
5.499,-0.369413,1.41855,0
5.5,-0.369736,1.42254,0
5.501,-0.370052,1.42655,0
5.502,-0.37036,1.43057,0
5.503,-0.37066,1.4346,0
5.504,-0.370953,1.43864,0
5.505,-0.371237,1.44269,0
5.506,-0.371514,1.44676,0
5.507,-0.371783,1.45083,0
5.508,-0.372043,1.45491,0
5.509,-0.372296,1.45901,0
5.51,-0.37254,1.46311,0
5.511,-0.372776,1.46723,0
5.512,-0.373003,1.47136,0
5.513,-0.373222,1.4755,0
5.514,-0.373433,1.47965,0
5.515,-0.373635,1.48381,0
5.516,-0.373828,1.48798,0
5.517,-0.374012,1.49216,0
5.518,-0.374188,1.49636,0
5.519,-0.374354,1.50056,0
5.52,-0.374512,1.50478,0
5.521,-0.374661,1.50901,0
5.522,-0.3748,1.51325,0
5.523,-0.374931,1.5175,0
5.524,-0.375051,1.52176,0
5.525,-0.375163,1.52603,0
5.526,-0.375265,1.53032,0
5.527,-0.375358,1.53462,0
5.528,-0.375441,1.53892,0
5.529,-0.375514,1.54325,0
5.53,-0.375578,1.54758,0
5.531,-0.375631,1.55192,0
5.532,-0.375675,1.55628,0
5.533,-0.375709,1.56065,0
5.534,-0.375732,1.56503,0
5.535,-0.375746,1.56942,0
5.536,-0.375749,1.57382,0
5.537,-0.375741,1.57824,0
5.538,-0.375724,1.58267,0
5.539,-0.375695,1.58711,0
5.54,-0.375657,1.59156,0
5.541,-0.375607,1.59602,0
5.542,-0.375547,1.6005,0
5.543,-0.375475,1.60499,0
5.544,-0.375393,1.6095,0
5.545,-0.3753,1.61401,0
5.546,-0.375195,1.61854,0
5.547,-0.37508,1.62308,0
5.548,-0.374953,1.62763,0
5.549,-0.374814,1.6322,0
5.55,-0.374664,1.63678,0
5.551,-0.374502,1.64137,0
5.552,-0.374329,1.64598,0
5.553,-0.374144,1.6506,0
5.554,-0.373947,1.65523,0
5.555,-0.373738,1.65987,0
5.556,-0.373517,1.66453,0
5.557,-0.373283,1.6692,0
5.558,-0.373038,1.67389,0
5.559,-0.37278,1.67859,0
5.56,-0.372509,1.6833,0
5.561,-0.372226,1.68803,0
5.562,-0.37193,1.69277,0
5.563,-0.371622,1.69752,0
5.564,-0.3713,1.70229,0
5.565,-0.370965,1.70708,0
5.566,-0.370618,1.71187,0
5.567,-0.370257,1.71668,0
5.568,-0.369883,1.72151,0
5.569,-0.369495,1.72635,0
5.57,-0.369094,1.7312,0
5.571,-0.368679,1.73607,0
5.572,-0.36825,1.74096,0
5.573,-0.367808,1.74586,0
5.574,-0.367351,1.75077,0
5.575,-0.366881,1.7557,0
5.576,-0.366396,1.76064,0
5.577,-0.365897,1.7656,0
5.578,-0.365383,1.77058,0
5.579,-0.364855,1.77557,0
5.58,-0.364312,1.78057,0
5.581,-0.363755,1.78559,0
5.582,-0.363182,1.79063,0
5.583,-0.362594,1.79568,0
5.584,-0.361992,1.80075,0
5.585,-0.361374,1.80583,0
5.586,-0.36074,1.81094,0
5.587,-0.360091,1.81605,0
5.588,-0.359426,1.82119,0
5.589,-0.358746,1.82634,0
5.59,-0.358049,1.8315,0
5.591,-0.357337,1.83669,0
5.592,-0.356608,1.84189,0
5.593,-0.355863,1.84711,0
5.594,-0.355101,1.85234,0
5.595,-0.354323,1.85759,0
5.596,-0.353528,1.86286,0
5.597,-0.352716,1.86815,0
5.598,-0.351888,1.87345,0
5.599,-0.351042,1.87878,0
5.6,-0.350178,1.88412,0
5.601,-0.349298,1.88948,0
5.602,-0.348399,1.89485,0
5.603,-0.347483,1.90025,0
5.604,-0.346549,1.90567,0
5.605,-0.345597,1.9111,0
5.606,-0.344627,1.91655,0
5.607,-0.343638,1.92202,0
5.608,-0.342631,1.92751,0
5.609,-0.341605,1.93302,0
5.61,-0.340561,1.93855,0
5.611,-0.339497,1.9441,0
5.612,-0.338414,1.94967,0
5.613,-0.337312,1.95526,0
5.614,-0.33619,1.96087,0
5.615,-0.335049,1.9665,0
5.616,-0.333888,1.97215,0
5.617,-0.332707,1.97782,0
5.618,-0.331505,1.98351,0
5.619,-0.330284,1.98922,0
5.62,-0.329042,1.99496,0
5.621,-0.327779,2.00071,0
5.622,-0.326495,2.00649,0
5.623,-0.32519,2.01229,0
5.624,-0.323864,2.01811,0
5.625,-0.322516,2.02396,0
5.626,-0.321147,2.02982,0
5.627,-0.319756,2.03571,0
5.628,-0.318343,2.04163,0
5.629,-0.316907,2.04756,0
5.63,-0.315449,2.05352,0
5.631,-0.313969,2.0595,0
5.632,-0.312466,2.06551,0
5.633,-0.310939,2.07154,0
5.634,-0.30939,2.0776,0
5.635,-0.307816,2.08368,0
5.636,-0.30622,2.08978,0
5.637,-0.304599,2.09591,0
5.638,-0.302954,2.10207,0
5.639,-0.301285,2.10825,0
5.64,-0.299591,2.11446,0
5.641,-0.297872,2.12069,0
5.642,-0.296129,2.12695,0
5.643,-0.29436,2.13324,0
5.644,-0.292565,2.13955,0
5.645,-0.290745,2.14589,0
5.646,-0.288899,2.15226,0
5.647,-0.287026,2.15866,0
5.648,-0.285127,2.16508,0
5.649,-0.283202,2.17154,0
5.65,-0.281249,2.17802,0
5.651,-0.279269,2.18453,0
5.652,-0.277261,2.19107,0
5.653,-0.275226,2.19764,0
5.654,-0.273163,2.20424,0
5.655,-0.271071,2.21087,0
5.656,-0.26895,2.21753,0
5.657,-0.266801,2.22423,0
5.658,-0.264623,2.23095,0
5.659,-0.262415,2.23771,0
5.66,-0.260177,2.2445,0
5.661,-0.257909,2.25132,0
5.662,-0.255611,2.25817,0
5.663,-0.253282,2.26506,0
5.664,-0.250923,2.27198,0
5.665,-0.248532,2.27893,0
5.666,-0.246109,2.28592,0
5.667,-0.243655,2.29295,0
5.668,-0.241168,2.30001,0
5.669,-0.238649,2.30711,0
5.67,-0.236097,2.31424,0
5.671,-0.233511,2.32141,0
5.672,-0.230893,2.32861,0
5.673,-0.22824,2.33586,0
5.674,-0.225553,2.34314,0
5.675,-0.222832,2.35046,0
5.676,-0.220075,2.35782,0
5.677,-0.217284,2.36521,0
5.678,-0.214456,2.37265,0
5.679,-0.211593,2.38013,0
5.68,-0.208694,2.38765,0
5.681,-0.205758,2.39521,0
5.682,-0.202784,2.40281,0
5.683,-0.199774,2.41046,0
5.684,-0.196725,2.41814,0
5.685,-0.193639,2.42587,0
5.686,-0.190513,2.43365,0
5.687,-0.187349,2.44147,0
5.688,-0.184146,2.44933,0
5.689,-0.180902,2.45724,0
5.69,-0.177619,2.46519,0
5.691,-0.174295,2.4732,0
5.692,-0.170931,2.48124,0
5.693,-0.167525,2.48934,0
5.694,-0.164077,2.49749,0
5.695,-0.160588,2.50568,0
5.696,-0.157056,2.51392,0
5.697,-0.153481,2.52221,0
5.698,-0.149863,2.53056,0
5.699,-0.146201,2.53895,0
5.7,-0.142496,2.5474,0
5.701,-0.138746,2.55589,0
5.702,-0.134951,2.56444,0
5.703,-0.131112,2.57305,0
5.704,-0.127227,2.5817,0
5.705,-0.123296,2.59041,0
5.706,-0.11932,2.59918,0
5.707,-0.115296,2.608,0
5.708,-0.111226,2.61688,0
5.709,-0.10711,2.62581,0
5.71,-0.102945,2.6348,0
5.711,-0.0987334,2.64385,0
5.712,-0.0944736,2.65295,0
5.713,-0.0901657,2.66212,0
5.714,-0.0858094,2.67134,0
5.715,-0.0814046,2.68062,0
5.716,-0.0769511,2.68996,0
5.717,-0.0724487,2.69936,0
5.718,-0.0678973,2.70882,0
5.719,-0.0632968,2.71834,0
5.72,-0.0586471,2.72792,0
5.721,-0.0539482,2.73756,0
5.722,-0.0492002,2.74726,0
5.723,-0.044403,2.75702,0
5.724,-0.0395567,2.76684,0
5.725,-0.0346616,2.77672,0
5.726,-0.0297177,2.78667,0
5.727,-0.0247254,2.79667,0
5.728,-0.0196849,2.80673,0
5.729,-0.0145966,2.81686,0
5.73,-0.0094608,2.82704,0
5.731,-0.00427809,2.83728,0
5.732,0.000951019,2.84758,0
5.733,0.00622592,2.85794,0
5.734,0.0115459,2.86835,0
5.735,0.0169103,2.87882,0
5.736,0.0223181,2.88934,0
5.737,0.0277685,2.89992,0
5.738,0.0332605,2.91055,0
5.739,0.038793,2.92124,0
5.74,0.0443649,2.93197,0
5.741,0.0499747,2.94275,0
5.742,0.0556213,2.95358,0
5.743,0.0613032,2.96445,0
5.744,0.0670189,2.97537,0
5.745,0.0727666,2.98633,0
5.746,0.0785449,2.99732,0
5.747,0.0843517,3.00836,0
5.748,0.0901854,3.01942,0
5.749,0.096044,3.03052,0
5.75,0.101925,3.04165,0
5.751,0.107828,3.05281,0
5.752,0.113748,3.06399,0
5.753,0.119685,3.07519,0
5.754,0.125637,3.0864,0
5.755,0.1316,3.09764,0
5.756,0.137572,3.10888,0
5.757,0.143552,3.12014,0
5.758,0.149536,3.1314,0
5.759,0.155522,3.14266,0
5.76,0.161508,3.15393,0
5.761,0.167492,3.16519,0
5.762,0.17347,3.17644,0
5.763,0.179441,3.18769,0
5.764,0.185402,3.19892,0
5.765,0.191351,3.21013,0
5.766,0.197285,3.22133,0
5.767,0.203202,3.2325,0
