-3.98749, 0.000166667, 9.1706, 
-3.98815, 0.0168108, 9.1703, 
-3.98873, 0.0334576, 9.17, 
-3.98925, 0.0501067, 9.1697, 
-3.9897, 0.0667577, 9.1694, 
-3.99007, 0.0834105, 9.16911, 
-3.99038, 0.100065, 9.16881, 
-3.99062, 0.11672, 9.16851, 
-3.99079, 0.133376, 9.16821, 
-3.99089, 0.150033, 9.16791, 
-3.99092, 0.16669, 9.16761, 
-3.99088, 0.183347, 9.16731, 
-3.99077, 0.200004, 9.16701, 
-3.99059, 0.21666, 9.16671, 
-3.99034, 0.233315, 9.16641, 
-3.99003, 0.249969, 9.16611, 
-3.98964, 0.266622, 9.16581, 
-3.98919, 0.283273, 9.16551, 
-3.98866, 0.299921, 9.16521, 
-3.98807, 0.316568, 9.16491, 
-3.9874, 0.333212, 9.16461, 
-3.98667, 0.349853, 9.16431, 
-3.98587, 0.36649, 9.16401, 
-3.985, 0.383125, 9.16371, 
-3.98406, 0.399755, 9.16341, 
-3.98305, 0.416382, 9.16311, 
-3.98197, 0.433004, 9.16281, 
-3.98082, 0.449621, 9.16251, 
-3.9796, 0.466234, 9.16221, 
-3.97832, 0.482841, 9.16191, 
-3.97696, 0.499443, 9.16161, 
-3.97554, 0.516039, 9.16131, 
-3.97405, 0.532629, 9.16101, 
-3.97249, 0.549213, 9.16071, 
-3.97086, 0.56579, 9.16041, 
-3.96916, 0.58236, 9.16011, 
-3.96739, 0.598923, 9.15981, 
-3.96555, 0.615478, 9.15951, 
-3.96365, 0.632026, 9.15921, 
-3.96168, 0.648566, 9.15891, 
-3.95963, 0.665097, 9.15861, 
-3.95752, 0.68162, 9.15831, 
-3.95534, 0.698134, 9.158, 
-3.9531, 0.714639, 9.1577, 
-3.95078, 0.731134, 9.1574, 
-3.94839, 0.747619, 9.1571, 
-3.94594, 0.764095, 9.1568, 
-3.94342, 0.78056, 9.1565, 
-3.94083, 0.797014, 9.1562, 
-3.93817, 0.813458, 9.1559, 
-3.93545, 0.829891, 9.15559, 
-3.93266, 0.846312, 9.15529, 
-3.92979, 0.862721, 9.15499, 
-3.92687, 0.879119, 9.15469, 
-3.92387, 0.895504, 9.15439, 
-3.9208, 0.911877, 9.15409, 
-3.91767, 0.928237, 9.15378, 
-3.91447, 0.944583, 9.15348, 
-3.9112, 0.960917, 9.15318, 
-3.90787, 0.977236, 9.15288, 
-3.90447, 0.993542, 9.15258, 
-3.901, 1.00983, 9.15228, 
-3.89746, 1.02611, 9.15197, 
-3.89386, 1.04237, 9.15167, 
-3.89018, 1.05862, 9.15137, 
-3.88645, 1.07485, 9.15107, 
-3.88264, 1.09107, 9.15077, 
-3.87877, 1.10727, 9.15046, 
-3.87483, 1.12345, 9.15016, 
-3.87082, 1.13962, 9.14986, 
-3.86675, 1.15577, 9.14956, 
-3.86261, 1.17191, 9.14925, 
-3.85841, 1.18803, 9.14895, 
-3.85413, 1.20413, 9.14865, 
-3.8498, 1.22021, 9.14835, 
-3.84539, 1.23627, 9.14804, 
-3.84092, 1.25232, 9.14774, 
-3.83638, 1.26834, 9.14744, 
-3.83178, 1.28435, 9.14713, 
-3.82711, 1.30034, 9.14683, 
-3.82238, 1.31631, 9.14653, 
-3.81758, 1.33226, 9.14623, 
-3.81271, 1.34819, 9.14592, 
-3.80778, 1.3641, 9.14562, 
-3.80278, 1.37999, 9.14532, 
-3.79772, 1.39586, 9.14501, 
-3.79259, 1.41171, 9.14471, 
-3.7874, 1.42754, 9.14441, 
-3.78214, 1.44334, 9.1441, 
-3.77682, 1.45913, 9.1438, 
-3.77143, 1.47489, 9.1435, 
-3.76598, 1.49063, 9.14319, 
-3.76046, 1.50634, 9.14289, 
-3.75488, 1.52204, 9.14259, 
-3.74923, 1.53771, 9.14228, 
-3.74352, 1.55336, 9.14198, 
-3.73775, 1.56898, 9.14167, 
-3.73191, 1.58458, 9.14137, 
-3.72601, 1.60016, 9.14107, 
-3.72004, 1.61571, 9.14076, 
-3.71401, 1.63124, 9.14046, 
-3.70791, 1.64674, 9.14015, 
-3.70176, 1.66221, 9.13985, 
-3.69554, 1.67767, 9.13955, 
-3.68925, 1.69309, 9.13924, 
-3.6829, 1.70849, 9.13894, 
-3.67649, 1.72387, 9.13863, 
-3.67002, 1.73921, 9.13833, 
-3.66348, 1.75453, 9.13803, 
-3.65688, 1.76983, 9.13772, 
-3.65022, 1.78509, 9.13742, 
-3.6435, 1.80033, 9.13711, 
-3.63671, 1.81555, 9.13681, 
-3.62986, 1.83073, 9.1365, 
-3.62295, 1.84588, 9.1362, 
-3.61598, 1.86101, 9.13589, 
-3.60894, 1.87611, 9.13559, 
-3.60184, 1.89118, 9.13528, 
-3.59469, 1.90622, 9.13498, 
-3.58747, 1.92123, 9.13467, 
-3.58019, 1.93621, 9.13437, 
-3.57284, 1.95116, 9.13406, 
-3.56544, 1.96609, 9.13376, 
-3.55797, 1.98098, 9.13345, 
-3.55045, 1.99584, 9.13315, 
-3.54286, 2.01067, 9.13284, 
-3.53522, 2.02546, 9.13254, 
-3.52751, 2.04023, 9.13223, 
-3.51974, 2.05497, 9.13193, 
-3.51192, 2.06967, 9.13162, 
-3.50403, 2.08434, 9.13132, 
