0,-0.00180143,-0.00017548,-0.000857506,
0.01,-0.0198184,-0.00193028,-0.00943378,
0.02,-0.0378484,-0.00368502,-0.0180161,
0.03,-0.0559035,-0.0054396,-0.0266101,
0.04,-0.0739957,-0.0071939,-0.0352213,
0.05,-0.0921368,-0.00894781,-0.0438551,
0.06,-0.110339,-0.0107012,-0.0525171,
0.07,-0.128614,-0.0124539,-0.061213,
0.08,-0.146975,-0.0142057,-0.0699482,
0.09,-0.165433,-0.0159565,-0.0787284,
0.1,-0.184002,-0.0177059,-0.0875591,
0.11,-0.202692,-0.0194538,-0.096446,
0.12,-0.221517,-0.0211997,-0.105395,
0.13,-0.24049,-0.0229434,-0.114411,
0.14,-0.259623,-0.0246843,-0.1235,
0.15,-0.27893,-0.026422,-0.132668,
0.16,-0.298423,-0.0281561,-0.14192,
0.17,-0.318116,-0.0298857,-0.151263,
0.18,-0.338022,-0.0316104,-0.160701,
0.19,-0.358155,-0.0333292,-0.170241,
0.2,-0.378529,-0.0350414,-0.179889,
0.21,-0.399159,-0.0367459,-0.18965,
0.22,-0.420058,-0.0384417,-0.19953,
0.23,-0.441242,-0.0401276,-0.209535,
0.24,-0.462726,-0.0418023,-0.219671,
0.25,-0.484525,-0.0434643,-0.229943,
0.26,-0.506655,-0.0451121,-0.240358,
0.27,-0.529133,-0.0467438,-0.250921,
0.28,-0.551975,-0.0483576,-0.261639,
0.29,-0.575198,-0.0499512,-0.272517,
0.3,-0.598821,-0.0515224,-0.28356,
0.31,-0.622861,-0.0530686,-0.294776,
0.32,-0.647338,-0.054587,-0.306169,
0.33,-0.672271,-0.0560745,-0.317746,
0.34,-0.69768,-0.0575277,-0.329511,
0.35,-0.723586,-0.0589431,-0.341472,
0.36,-0.750012,-0.0603164,-0.353632,
0.37,-0.77698,-0.0616434,-0.365999,
0.38,-0.804515,-0.0629192,-0.378577,
0.39,-0.83264,-0.0641386,-0.39137,
0.4,-0.861383,-0.0652958,-0.404386,
0.41,-0.89077,-0.0663844,-0.417627,
0.42,-0.920831,-0.0673976,-0.431099,
0.43,-0.951597,-0.0683278,-0.444806,
0.44,-0.983099,-0.0691667,-0.458753,
0.45,-1.01537,-0.069905,-0.472942,
